,Path,CBO,CC,DIT,LCOM,LOC,NOC,RFC,WMC,class_frequency,will_change,number_of_changes,change_probability
1316,1316,1,7,0,0,21,0,0,3,6,0,0,0
1317,1317,1,1,0,0,1,0,0,0,6,0,0,0
1318,1318,0,1,0,0,1,0,0,0,6,0,0,0
1319,1319,0,14,0,0,31,0,0,5,6,0,1,0.166666667
1320,1320,0,9,0,0,22,0,0,3,1,0,0,0
1321,1321,0,5,0,0,5,0,0,0,6,0,0,0
1322,1322,0,1,0,0,1,0,0,0,6,0,0,0
1323,1323,8,3,0,0,19,0,16,0,6,0,0,0
1324,1324,7,4,0,0,19,0,11,0,6,0,0,0
1325,1325,6,1,0,0,4,0,8,0,6,0,0,0
1326,1326,6,1,0,0,3,0,8,0,6,0,0,0
1327,1327,3,1,0,0,2,0,2,0,6,0,0,0
1328,1328,2,5,2,0.33,6,0,2,0,6,0,0,0
1329,1329,1,7,0,0.33,8,0,1,0,6,0,0,0
1330,1330,2,15,0,0.67,28,0,1,1,6,0,0,0
1331,1331,0,7,0,0,7,0,0,0,6,0,0,0
1332,1332,1,3,0,0.33,4,0,1,0,6,0,0,0
1333,1333,0,1,0,0,0,0,0,1,6,0,0,0
1334,1334,0,7,0,0,7,0,0,0,6,0,0,0
1335,1335,0,5,0,0,5,0,0,0,6,0,0,0
1336,1336,0,9,0,0.6,11,0,0,0,6,0,0,0
1337,1337,2,11,0,0.33,12,0,1,0,6,0,0,0
1338,1338,4,3,2,0,4,0,2,0,6,0,0,0
1339,1339,1,9,0,0,9,0,0,0,6,0,0,0
1340,1340,2,11,0,0.33,12,0,1,0,6,0,0,0
1341,1341,2,5,0,0,5,0,0,0,6,0,0,0
1342,1342,0,0,0,0,0,0,0,0,6,0,0,0
1343,1343,2,9,0,0.6,13,0,1,0,6,0,0,0
1344,1344,4,3,2,0,5,0,3,0,6,0,0,0
1345,1345,3,15,0,0,15,0,0,0,6,0,0,0
1346,1346,7,40,0,0.76,84,0,24,8,6,0,0,0
1347,1347,0,7,0,0,7,0,0,0,6,0,0,0
1348,1348,0,13,0,0,14,0,0,0,6,0,0,0
1349,1349,2,11,0,0,11,0,5,2,6,0,0,0
1350,1350,0,7,0,0,7,0,0,0,6,0,0,0
1351,1351,2,33,0,0.58,38,0,3,1,6,0,0,0
1352,1352,4,5,0,0,3,118,1,1,6,0,0,0
1353,1353,0,0,0,0,0,0,0,0,6,0,0,0
1354,1354,8,66,0,0.61,100,3,15,13,6,0,1,0.166666667
1355,1355,7,7,2,0,21,0,21,4,6,0,1,0.166666667
1356,1356,5,4,2,0,18,0,7,3,6,0,1,0.166666667
1357,1357,5,5,2,0,20,0,9,3,6,0,1,0.166666667
1358,1358,1,3,0,0,0,0,0,1,6,0,0,0
1359,1359,1,1,0,0,0,0,0,1,6,0,0,0
1360,1360,0,1,0,0,1,0,0,0,8,0,0,0
1361,1361,1,4,0,0,8,0,0,1,6,0,0,0
1362,1362,4,10,0,0,37,0,10,4,6,0,0,0
1363,1363,0,1,0,0,0,0,0,1,6,0,0,0
1364,1364,0,4,0,0.33,8,0,0,2,6,0,0,0
1365,1365,0,2,0,0,4,0,0,2,6,0,0,0
1366,1366,0,7,0,0,14,0,0,4,6,0,0,0
1367,1367,0,8,0,0,13,0,0,1,6,0,0,0
1368,1368,0,4,0,0,12,0,0,1,6,0,0,0
1369,1369,1,2,0,0,6,0,1,1,6,0,0,0
1370,1370,0,7,0,0,14,84,0,3,6,0,0,0
1371,1371,0,6,0,0,0,0,0,6,6,0,0,0
1372,1372,1,1,0,0,0,0,0,1,6,0,0,0
1373,1373,0,1,0,0,0,0,0,1,6,0,0,0
1374,1374,1,2,0,0,4,0,0,1,6,0,0,0
1375,1375,0,16,0,0,40,0,0,1,8,0,1,0.125
1376,1376,0,1,0,0,1,0,0,0,8,0,0,0
1377,1377,1,2,0,0,2,0,1,0,6,0,0,0
1378,1378,1,2,0,0,2,0,1,0,6,0,0,0
1379,1379,1,2,0,0,2,0,1,0,6,0,0,0
1380,1380,1,2,0,0,2,0,1,0,8,0,0,0
1381,1381,0,1,0,0,1,0,0,0,6,0,0,0
1382,1382,1,4,0,0,7,0,0,1,6,0,0,0
1383,1383,2,10,0,0,8,0,6,4,6,0,1,0.166666667
1384,1384,1,27,0,0,58,0,0,17,8,0,1,0.125
1385,1385,0,3,0,0,7,0,0,1,6,0,0,0
1386,1386,0,0,0,0,0,0,0,0,6,0,0,0
1387,1387,0,15,0,0,39,0,0,10,6,0,0,0
1388,1388,0,10,0,0,20,0,0,3,6,0,0,0
1389,1389,0,4,0,0,9,0,0,2,6,0,0,0
1390,1390,1,23,0,0,55,0,1,6,8,0,1,0.125
1391,1391,0,7,0,0,3,0,0,1,6,0,0,0
1392,1392,5,30,0,0,101,0,10,3,8,0,1,0.125
1393,1393,11,53,0,0,117,0,18,4,8,0,1,0.125
1394,1394,0,1,0,0,4,0,0,1,6,0,0,0
1395,1395,0,8,0,0,10,0,0,2,6,0,0,0
1396,1396,0,12,0,0,4,0,0,2,6,0,0,0
1397,1397,0,12,0,0,28,0,0,2,8,0,1,0.125
1398,1398,0,1,0,0,4,0,0,1,8,0,0,0
1399,1399,0,41,0,0,82,0,0,19,8,0,1,0.125
1400,1400,0,5,0,0,6,0,0,2,6,0,0,0
1401,1401,0,3,0,0,9,0,0,1,6,0,0,0
1402,1402,1,4,0,0,5,0,1,2,6,0,0,0
1403,1403,4,15,0,0,41,0,9,3,6,0,0,0
1404,1404,1,14,0,0,16,0,1,3,6,0,0,0
1405,1405,3,13,0,0,44,0,2,4,6,0,0,0
1406,1406,0,1,0,0,1,0,0,0,6,0,0,0
1407,1407,3,2,0,0,0,0,0,2,6,0,0,0
1408,1408,7,5,0,0,15,0,5,2,6,0,0,0
1409,1409,0,3,0,0.33,8,0,0,2,6,0,0,0
1410,1410,2,1,2,0,1,0,1,0,6,0,0,0
1411,1411,0,6,0,0,7,1,0,1,6,0,0,0
1412,1412,1,0,0,0,0,0,0,0,6,0,0,0
1413,1413,0,0,0,0,0,0,0,0,6,0,0,0
1414,1414,0,1,0,0,0,0,0,0,6,0,0,0
1415,1415,1,0,0,0,0,0,0,0,6,0,0,0
1416,1416,0,1,0,0,0,0,0,0,6,0,0,0
1417,1417,2,5,0,0,6,57,1,0,6,0,0,0
1418,1418,0,0,0,0,0,0,0,0,6,0,0,0
1419,1419,0,0,0,0,0,0,0,0,8,0,0,0
1420,1420,1,9,0,0,13,0,0,0,6,0,0,0
1421,1421,2,19,0,0,28,0,6,2,6,0,0,0
1422,1422,0,13,0,0,13,0,0,0,6,0,0,0
1423,1423,13,64,0,0.83,121,0,32,11,8,0,1,0.125
1424,1424,0,1,0,0,1,0,0,0,6,0,0,0
1425,1425,0,3,0,0,4,0,0,0,6,0,0,0
1426,1426,1,4,0,0,5,0,0,0,6,0,0,0
1427,1427,0,3,0,0,4,0,0,0,6,0,0,0
1428,1428,4,4,4,0,5,83,3,2,6,0,0,0
1429,1429,20,41,5,0,64,76,28,6,8,0,1,0.125
1430,1430,1,15,0,0,22,1,0,0,6,0,0,0
1431,1431,2,5,2,0,7,0,1,0,6,0,0,0
1432,1432,2,11,0,0,11,0,0,0,6,0,0,0
1433,1433,4,13,2,0,13,0,1,0,8,0,1,0.125
1434,1434,5,13,2,0,13,0,2,0,8,0,1,0.125
1435,1435,5,13,2,0,13,0,1,0,6,0,0,0
1436,1436,5,19,2,0,19,0,2,0,6,0,0,0
1437,1437,6,15,2,0,15,0,1,0,8,0,1,0.125
1438,1438,4,9,3,0,9,0,1,0,6,0,0,0
1439,1439,3,9,2,0,9,1,1,0,6,0,0,0
1440,1440,5,13,2,0,13,0,3,0,6,0,0,0
1441,1441,0,4,0,0,10,1,0,1,6,0,0,0
1442,1442,0,0,0,0,0,0,0,0,8,0,0,0
1443,1443,1,3,0,0,3,0,0,0,8,0,0,0
1444,1444,0,5,0,0,5,0,0,0,6,0,0,0
1445,1445,0,3,0,0,9,0,0,1,6,0,0,0
1446,1446,0,12,0,0,23,0,0,5,6,0,0,0
1447,1447,0,11,0,0,11,0,0,0,6,0,0,0
1448,1448,0,9,0,0,9,0,0,0,6,0,0,0
1449,1449,0,5,0,0,5,0,0,0,6,0,0,0
1450,1450,0,3,0,0,6,0,0,0,6,0,0,0
1451,1451,0,7,0,0,13,0,0,1,6,0,0,0
1452,1452,0,3,0,0,3,0,0,0,8,0,0,0
1453,1453,0,6,0,0,9,0,0,0,6,0,0,0
1454,1454,0,4,0,0,5,0,0,0,6,0,0,0
1455,1455,0,8,0,0,20,0,0,4,4,0,0,0
1456,1456,7,22,0,0,56,0,9,7,6,0,0,0
1457,1457,1,5,3,0,7,0,1,0,6,0,0,0
1458,1458,0,3,0,0,4,3,0,0,6,0,0,0
1459,1459,1,1,3,0,1,0,1,0,6,0,0,0
1460,1460,1,1,3,0,1,0,1,0,6,0,0,0
1461,1461,0,7,0,0,7,0,0,2,6,0,0,0
1462,1462,0,2,0,0,2,0,0,0,8,0,0,0
1463,1463,0,3,0,0,3,0,0,0,6,0,0,0
1464,1464,5,8,2,0,9,0,5,2,6,0,0,0
1465,1465,4,2,2,0.5,4,2,1,1,6,0,0,0
1466,1466,4,9,2,0,10,0,4,2,6,0,0,0
1467,1467,5,7,2,0,9,0,5,2,6,0,0,0
1468,1468,7,10,3,0,16,0,6,3,6,0,0,0
1469,1469,7,8,3,0,12,0,6,3,6,0,0,0
1470,1470,2,4,0,0,6,10,1,2,6,0,0,0
1471,1471,1,4,0,0.5,3,7,0,3,6,0,0,0
1472,1472,4,7,2,0,9,0,3,2,6,0,0,0
1473,1473,0,0,0,0,0,0,0,0,6,0,0,0
1474,1474,3,4,0,0,16,0,10,1,6,0,0,0
1475,1475,0,8,0,0,9,0,0,1,6,0,0,0
1476,1476,0,1,0,0,0,0,0,1,6,0,0,0
1477,1477,6,23,0,0,54,0,5,4,6,0,0,0
1478,1478,9,2,2,0,3,9,7,1,6,0,0,0
1479,1479,2,7,0,0,8,55,1,0,6,0,0,0
1480,1480,1,2,0,0,0,0,0,0,6,0,0,0
1481,1481,0,9,0,0,11,0,0,0,6,0,0,0
1482,1482,1,2,0,0,2,0,0,0,8,0,0,0
1483,1483,9,2,0,0,6,0,0,0,6,0,0,0
1484,1484,0,1,0,0,1,0,0,0,6,0,0,0
1485,1485,0,1,0,0,1,0,0,0,6,0,0,0
1486,1486,0,1,0,0,1,0,0,0,4,0,0,0
1487,1487,0,1,0,0,1,0,0,0,6,0,0,0
1488,1488,0,1,0,0,1,0,0,0,4,0,0,0
1489,1489,0,1,0,0,1,0,0,0,6,0,0,0
1490,1490,0,1,0,0,1,0,0,0,6,0,0,0
1491,1491,0,0,0,0,0,0,0,0,6,0,0,0
1492,1492,0,1,0,0,1,0,0,0,6,0,0,0
1493,1493,7,28,0,0.67,94,0,8,8,6,0,4,0.666666667
1494,1494,6,2,0,0,4,0,4,1,6,0,0,0
1495,1495,8,2,0,0,4,0,5,1,4,0,0,0
1496,1496,8,4,0,0,40,0,5,0,4,0,0,0
1497,1497,5,2,0,0,4,0,2,1,4,0,0,0
1498,1498,5,2,0,0,3,0,2,1,4,0,0,0
1499,1499,10,2,0,0,3,0,5,1,4,0,0,0
1500,1500,3,1,0,0,0,0,0,1,4,0,0,0
1501,1501,9,6,0,0.25,26,0,13,3,6,0,0,0
1502,1502,11,6,0,0.25,33,0,15,3,6,0,0,0
1503,1503,1,2,0,0,0,0,0,2,6,0,0,0
1504,1504,5,7,0,0,9,0,4,1,6,0,0,0
1505,1505,2,1,0,0,0,0,0,1,6,0,0,0
1506,1506,16,20,0,0.5,47,0,30,4,6,0,0,0
1507,1507,19,29,0,0.76,57,0,25,6,6,0,0,0
1508,1508,4,6,0,0,7,0,2,1,6,0,0,0
1509,1509,7,4,0,0,7,0,5,1,6,0,0,0
1510,1510,3,5,0,0,8,0,2,1,6,0,0,0
1511,1511,3,8,0,0,9,0,1,0,6,0,0,0
1512,1512,2,4,0,0,9,0,0,1,6,0,0,0
1513,1513,7,28,0,0.67,94,0,8,8,6,0,4,0.666666667
1514,1514,2,0,0,0,0,0,0,0,6,0,0,0
1515,1515,7,7,0,0,0,0,0,7,6,0,0,0
1516,1516,0,1,0,0,0,0,0,1,6,0,0,0
1517,1517,1,0,0,0,0,0,0,0,6,0,0,0
1518,1518,2,0,0,0,0,0,0,0,6,0,0,0
1519,1519,96,180,0,0,198,0,22,7,6,0,2,0.333333333
1520,1520,18,39,0,0,155,0,41,7,6,0,0,0
1521,1521,4,5,0,0,8,0,0,2,6,0,0,0
1522,1522,9,8,0,0,14,0,1,3,6,0,0,0
1523,1523,4,9,0,0,15,0,1,3,6,0,0,0
1524,1524,4,10,0,0,29,0,2,4,4,0,3,0.75
1525,1525,0,2,0,0,5,0,0,1,6,0,0,0
1526,1526,4,6,0,0,17,0,3,1,6,0,0,0
1527,1527,1,1,0,0,10,0,1,1,6,0,0,0
1528,1528,1,5,0,0,8,0,0,1,6,0,0,0
1529,1529,1,10,0,0,13,0,0,1,6,0,0,0
1530,1530,1,1,0,0,11,0,1,1,6,0,1,0.166666667
1531,1531,1,5,0,0,6,0,0,1,6,0,0,0
1532,1532,6,2,0,0,46,0,8,2,6,0,0,0
1533,1533,3,1,0,0,24,0,4,1,4,0,0,0
1534,1534,1,1,0,0,14,0,2,1,6,0,0,0
1535,1535,1,4,0,0,28,0,2,2,6,0,2,0.333333333
1536,1536,2,1,0,0,3,0,1,1,6,0,0,0
1537,1537,4,7,2,0.6,9,1,2,0,6,0,0,0
1538,1538,4,19,2,0.87,29,2,2,0,6,0,0,0
1539,1539,6,16,2,0,20,0,3,1,6,0,0,0
1540,1540,4,13,2,0,15,0,1,0,6,0,1,0.166666667
1541,1541,5,11,2,0,13,0,1,0,6,0,0,0
1542,1542,3,9,2,0,11,0,1,0,6,0,0,0
1543,1543,5,15,2,0,17,0,2,0,6,0,0,0
1544,1544,2,8,2,0,9,5,1,0,6,0,1,0.166666667
1545,1545,5,7,2,0.6,9,0,3,0,6,0,0,0
1546,1546,1,2,0,0,0,0,0,0,6,0,0,0
1547,1547,9,37,2,0,37,4,1,0,6,0,0,0
1548,1548,5,12,2,0,18,4,3,3,6,0,0,0
1549,1549,0,25,0,0,25,0,0,0,3,0,1,0.333333333
1550,1550,4,5,2,0,5,5,1,2,6,0,0,0
1551,1551,3,9,2,0,9,3,1,0,6,0,0,0
1552,1552,0,0,0,0,0,0,0,0,6,0,0,0
1553,1553,5,24,2,0,25,4,1,0,6,0,0,0
1554,1554,6,21,2,0,25,0,2,1,4,0,0,0
1555,1555,13,62,2,0,67,0,3,2,4,0,1,0.25
1556,1556,0,9,0,0,9,0,0,0,6,0,0,0
1557,1557,9,16,3,0,15,2,3,1,6,0,0,0
1558,1558,4,15,2,0,14,2,1,2,6,0,0,0
1559,1559,8,45,3,0,34,2,7,1,6,0,0,0
1560,1560,11,27,2,0,33,0,8,0,6,0,0,0
1561,1561,8,17,2,0,19,0,3,0,6,0,0,0
1562,1562,9,25,3,0,25,0,3,0,6,0,0,0
1563,1563,3,7,2,0,9,0,1,0,6,0,0,0
1564,1564,5,13,2,0,15,0,2,0,6,0,0,0
1565,1565,5,19,2,0,21,0,2,0,6,0,0,0
1566,1566,5,7,2,0.6,9,0,3,0,6,0,0,0
1567,1567,0,0,0,0,0,0,0,0,4,0,0,0
1568,1568,5,9,2,0.6,11,0,3,0,6,0,0,0
1569,1569,3,7,2,0,9,0,1,0,6,0,0,0
1570,1570,8,15,2,0.71,17,0,3,0,6,0,1,0.166666667
1571,1571,6,15,2,0.67,19,0,4,0,6,0,1,0.166666667
1572,1572,6,13,2,0.6,15,0,3,0,6,0,0,0
1573,1573,5,9,2,0.6,11,0,3,0,6,0,0,0
1574,1574,5,7,2,0.6,9,0,3,0,6,0,0,0
1575,1575,4,7,2,0.6,10,0,2,0,6,0,0,0
1576,1576,6,25,2,0,27,0,2,0,6,0,0,0
1577,1577,4,14,2,0,16,0,3,0,6,0,0,0
1578,1578,5,15,2,0,17,0,2,0,6,0,0,0
1579,1579,3,19,2,0,21,0,1,0,6,0,0,0
1580,1580,9,16,2,0,18,0,6,0,6,0,0,0
1581,1581,6,15,2,0,17,0,2,0,6,0,0,0
1582,1582,0,0,0,0,0,0,0,0,6,0,0,0
1583,1583,8,29,2,0,31,0,1,0,6,0,0,0
1584,1584,4,5,3,0,5,0,1,0,6,0,0,0
1585,1585,4,18,2,0,25,0,3,0,6,0,0,0
1586,1586,2,9,2,0,11,0,1,0,6,0,0,0
1587,1587,5,19,2,0,21,0,1,0,6,0,0,0
1588,1588,4,13,2,0,15,0,2,0,6,0,0,0
1589,1589,0,0,0,0,0,0,0,0,6,0,0,0
1590,1590,0,0,0,0,0,0,0,0,6,0,0,0
1591,1591,0,0,0,0,0,0,0,0,6,0,0,0
1592,1592,35,88,2,0,114,0,47,2,6,0,1,0.166666667
1593,1593,7,35,0,0,35,0,0,2,6,0,0,0
1594,1594,0,0,0,0,0,0,0,0,1,0,0,0
1595,1595,8,27,2,0,33,0,4,0,6,0,1,0.166666667
1596,1596,0,0,0,0,0,0,0,0,6,0,0,0
1597,1597,0,0,0,0,0,0,0,0,6,0,0,0
1598,1598,3,19,0,0,0,0,0,1,6,0,0,0
1599,1599,3,5,3,0,5,0,2,0,6,0,0,0
1600,1600,11,31,3,0,35,0,7,4,6,0,0,0
1601,1601,5,4,4,0,4,0,3,0,6,0,0,0
1602,1602,8,6,3,0,9,0,5,1,6,0,0,0
1603,1603,8,17,3,0,19,0,3,0,6,0,0,0
1604,1604,6,17,3,0.71,19,0,2,0,6,0,0,0
1605,1605,11,25,4,0,25,0,6,1,6,0,0,0
1606,1606,6,6,4,0,6,0,3,0,6,0,0,0
1607,1607,8,6,3,0,6,0,11,1,6,0,0,0
1608,1608,9,4,4,0,7,0,5,1,6,0,0,0
1609,1609,12,41,2,0,43,0,2,0,6,0,0,0
1610,1610,7,37,2,0.89,47,2,2,0,6,0,0,0
1611,1611,4,23,2,0,23,0,1,0,6,0,0,0
1612,1612,0,0,0,0,0,0,0,0,6,0,0,0
1613,1613,30,160,3,0,170,0,29,10,6,0,2,0.333333333
1614,1614,2,11,0,0,12,0,0,0,6,0,0,0
1615,1615,4,6,3,0,7,0,1,0,6,0,0,0
1616,1616,6,13,2,0,15,0,2,0,6,0,0,0
1617,1617,4,5,3,0,5,2,1,0,6,0,0,0
1618,1618,5,15,2,0,15,0,1,0,6,0,0,0
1619,1619,0,0,0,0,0,0,0,0,6,0,0,0
1620,1620,0,0,0,0,0,0,0,0,6,0,0,0
1621,1621,5,7,3,0,9,0,2,0,6,0,0,0
1622,1622,5,15,2,0.71,19,0,2,0,6,0,0,0
1623,1623,5,15,2,0,15,2,1,0,6,0,0,0
1624,1624,4,10,2,0,10,2,1,0,6,0,0,0
1625,1625,5,15,2,0,27,2,3,1,6,0,0,0
1626,1626,4,3,3,0,3,0,1,0,6,0,0,0
1627,1627,8,10,3,0,10,0,5,0,6,0,0,0
1628,1628,7,6,3,0,6,0,4,0,6,0,0,0
1629,1629,4,3,3,0,3,0,1,0,6,0,0,0
1630,1630,8,10,3,0,10,0,5,0,6,0,0,0
1631,1631,7,6,3,0,6,0,4,0,6,0,0,0
1632,1632,4,11,2,0,11,2,1,0,6,0,0,0
1633,1633,2,6,2,0,6,2,1,0,6,0,0,0
1634,1634,3,9,2,0,21,2,3,1,6,0,0,0
1635,1635,4,3,3,0,3,0,1,0,6,0,0,0
1636,1636,9,10,3,0,10,0,5,0,6,0,0,0
1637,1637,8,6,3,0,6,0,4,0,6,0,0,0
1638,1638,4,3,3,0,3,0,1,0,6,0,0,0
1639,1639,9,10,3,0,10,0,5,0,6,0,0,0
1640,1640,8,6,3,0,6,0,4,0,6,0,0,0
1641,1641,1,11,0,0,12,0,0,0,6,0,0,0
1642,1642,0,19,0,0,19,0,0,0,6,0,0,0
1643,1643,0,13,0,0,13,0,0,0,6,0,0,0
1644,1644,0,13,0,0,13,0,0,0,6,0,0,0
1645,1645,2,36,0,0,38,0,2,0,6,0,1,0.166666667
1646,1646,0,7,0,0,7,0,0,0,6,0,0,0
1647,1647,9,20,2,0,21,0,5,1,6,0,0,0
1648,1648,15,49,4,0.75,55,0,13,2,6,0,1,0.166666667
1649,1649,5,2,3,0,2,0,3,0,6,0,0,0
1650,1650,12,20,2,0,21,0,9,1,6,0,0,0
1651,1651,0,0,0,0,0,0,0,0,6,0,0,0
1652,1652,0,0,0,0,0,0,0,0,6,0,0,0
1653,1653,0,0,0,0,0,0,0,0,6,0,0,0
1654,1654,2,39,0,0,39,0,0,0,3,0,1,0.333333333
1655,1655,0,0,0,0,0,0,0,0,6,0,0,0
1656,1656,14,39,2,0,47,0,10,1,6,0,1,0.166666667
1657,1657,0,0,0,0,0,0,0,0,6,0,0,0
1658,1658,9,16,2,0,17,0,6,1,6,0,0,0
1659,1659,0,0,0,0,0,0,0,0,6,0,0,0
1660,1660,0,0,0,0,0,0,0,0,6,0,0,0
1661,1661,5,16,2,0,17,0,1,0,6,0,0,0
1662,1662,22,39,4,0,39,0,18,0,6,0,1,0.166666667
1663,1663,4,6,3,0,7,0,1,0,6,0,0,0
1664,1664,0,0,0,0,0,0,0,0,6,0,0,0
1665,1665,9,10,3,0,10,0,11,2,6,0,0,0
1666,1666,8,4,4,0,5,0,5,1,6,0,0,0
1667,1667,8,14,3,0,16,2,4,0,6,0,0,0
1668,1668,7,15,2,0,15,2,2,0,6,0,0,0
1669,1669,0,0,0,0,0,0,0,0,6,0,0,0
1670,1670,7,2,3,0,3,0,6,1,6,0,0,0
1671,1671,14,54,4,0,64,0,10,5,6,0,0,0
1672,1672,4,2,4,0,3,0,1,0,6,0,0,0
1673,1673,5,7,3,0,7,2,1,0,6,0,0,0
1674,1674,0,0,0,0,0,0,0,0,6,0,0,0
1675,1675,6,6,3,0,7,0,3,1,6,0,0,0
1676,1676,5,7,3,0,7,0,3,0,6,0,0,0
1677,1677,0,0,0,0,0,0,0,0,6,0,0,0
1678,1678,4,2,4,0,3,0,1,0,6,0,0,0
1679,1679,7,2,3,0,3,0,6,1,6,0,0,0
1680,1680,3,3,3,0,5,0,2,0,6,0,0,0
1681,1681,4,15,2,0,15,0,1,0,6,0,0,0
1682,1682,5,9,2,0.6,9,0,3,0,6,0,0,0
1683,1683,0,0,0,0,0,0,0,0,6,0,0,0
1684,1684,0,9,0,0,9,0,0,0,6,0,0,0
1685,1685,0,5,0,0,5,0,0,0,6,0,0,0
1686,1686,0,49,0,0,49,0,0,0,6,0,0,0
1687,1687,0,11,0,0,0,0,0,0,6,0,0,0
1688,1688,1,31,0,0,52,0,0,3,6,0,0,0
1689,1689,2,10,0,0.6,28,0,11,6,6,0,0,0
1690,1690,1,23,0,0,62,0,2,16,6,0,0,0
1691,1691,0,7,0,0.56,11,0,0,1,1,0,0,0
1692,1692,0,29,0,0,61,0,0,5,6,0,0,0
1785,1785,34,13,7,0.53,117,0,49,4,5,1,0,0
1786,1786,29,20,7,0.7,60,0,29,8,5,1,1,0.2
1791,1791,40,42,7,0.69,118,0,45,14,5,1,1,0.2
1797,1797,30,17,7,0.33,55,0,26,5,5,1,1,0.2
1805,1805,12,9,0,0,107,0,15,3,5,1,0,0
1806,1806,40,73,0,0,283,0,96,11,5,1,1,0.2
1814,1814,34,24,0,0,301,0,60,7,5,1,1,0.2
1823,1823,6,5,0,0,15,0,8,3,5,1,0,0
1824,1824,8,15,0,0.31,36,0,23,7,5,0,0,0
1825,1825,9,20,2,0.83,53,0,17,11,5,1,0,0
1826,1826,8,23,0,0.33,59,0,16,5,5,1,0,0
1864,1864,0,5,0,0.2,10,0,0,2,5,1,0,0
1877,1877,9,7,0,0.5,21,0,7,1,5,1,0,0
1878,1878,4,6,2,0,14,0,3,1,5,1,0,0
1879,1879,7,8,0,0.25,14,0,7,1,5,1,0,0
1903,1903,4,16,3,0.71,15,0,2,0,5,1,0,0
1927,1927,5,33,0,0.6,33,0,1,0,5,1,0,0
2111,2111,71,144,7,0.84,562,0,161,20,5,1,2,0.4
2113,2113,79,362,7,0.9,674,0,165,40,5,1,2,0.4
2144,2144,66,123,0,0.65,296,0,158,12,5,1,3,0.6
2151,2151,11,4,0,0,10,0,8,1,5,1,0,0
2197,2197,12,50,0,0.5,359,0,31,1,5,1,2,0.4
2198,2198,11,3,0,0,8,0,10,0,5,1,2,0.4
2249,2249,16,64,0,0.93,75,0,27,5,5,1,1,0.2
2337,2337,0,15,0,0,15,0,0,0,5,1,0,0
2340,2340,1,1,0,0.6,1,0,1,0,5,1,1,0.2
2374,2374,8,2,0,0,8,0,4,1,5,1,0,0
2406,2406,5,3,2,0,6,0,5,0,5,1,0,0
2419,2419,65,103,6,0.8,229,0,107,22,7,1,4,0.571428571
2501,2501,2,17,0,0,21,0,0,0,5,1,0,0
2502,2502,0,15,0,0,15,0,0,0,5,1,0,0
2589,2589,97,195,7,0.89,651,0,270,39,5,1,2,0.4
2609,2609,0,14,0,0.67,32,0,0,2,3,0,0,0
2614,2614,0,6,0,0.67,6,0,0,2,2,1,0,0
2678,2678,38,132,0,0.45,213,0,83,19,5,1,1,0.2
2698,2698,4,4,0,0,3,118,1,1,5,0,0,0
2842,2842,7,21,0,0,56,0,9,7,5,0,0,0
2875,2875,0,22,0,0,26,0,0,0,5,1,0,0
2933,2933,0,2,0,0,206,0,0,1,7,1,3,0.428571429
3023,3023,41,73,7,0.77,577,0,90,9,5,1,2,0.4
3114,3114,31,121,0,0,70,0,105,4,5,1,1,0.2
3169,3169,18,7,0,0.5,35,0,19,4,5,1,0,0
3181,3181,0,4,0,0,19,0,0,4,5,1,0,0
3208,3208,4,10,0,0,24,0,2,4,3,1,2,0.666666667
3214,3214,1,1,0,0,10,0,1,1,5,1,0,0
3276,3276,27,76,2,0,107,0,36,2,5,1,0,0
3278,3278,7,25,2,0,31,0,4,0,5,1,0,0
3330,3330,9,18,2,0,21,0,5,1,5,0,0,0
3339,3339,10,37,2,0,44,0,5,0,5,1,0,0
3344,3344,5,15,2,0,17,0,1,0,5,0,0,0
3375,3375,4,2,2,0,5,0,5,0,4,0,0,0
3376,3376,0,3,0,0.33,7,3,0,0,4,0,0,0
3377,3377,4,3,0,0.17,8,0,4,0,4,0,0,0
3378,3378,0,1,0,0,0,0,0,0,4,0,0,0
3379,3379,10,3,2,0,8,0,15,0,4,0,0,0
3380,3380,6,5,0,0,15,0,8,0,4,0,0,0
3381,3381,8,15,0,0.31,36,0,23,0,4,0,0,0
3382,3382,9,20,2,0.83,53,0,17,0,4,0,0,0
3383,3383,8,23,0,0.33,59,0,16,0,4,0,0,0
3387,3387,1,4,2,0,5,0,1,0,4,0,0,0
3393,3393,0,6,0,0,7,0,0,0,4,0,0,0
3396,3396,6,23,0,0,39,0,8,0,4,0,0,0
3397,3397,14,2,0,0.25,8,0,6,0,4,0,0,0
3398,3398,6,4,0,0,6,0,2,0,4,0,0,0
3399,3399,9,2,0,0,8,0,4,0,4,0,0,0
3400,3400,17,7,0,0,23,0,25,0,4,0,0,0
3401,3401,9,3,0,0,6,0,5,0,4,0,0,0
3402,3402,1,1,0,0,0,0,0,0,4,0,0,0
3403,3403,13,2,0,0,7,0,6,0,4,0,0,0
3404,3404,18,11,0,0.6,34,0,26,0,4,0,0,0
3406,3406,2,3,0,0,7,0,2,0,4,0,0,0
3407,3407,5,3,2,0,9,0,9,0,4,0,0,0
3408,3408,1,3,0,0.17,6,1,0,0,4,0,0,0
3411,3411,13,2,0,0,7,0,6,0,4,0,0,0
3412,3412,7,4,0,0,7,0,3,0,4,0,0,0
3413,3413,8,2,0,0,8,0,4,0,4,0,0,0
3414,3414,29,25,0,0,104,0,51,0,4,1,1,0.25
