,Path,CBO,CC,DIT,LCOM,LOC,NOC,RFC,WMC,class_frequency,will_change,number_of_changes,change_probability
4361,4361,0,12,0,0.67,13,0,0,0,4,0,0,0
4362,4362,0,10,0,0.67,10,0,0,0,4,0,0,0
4363,4363,4,14,0,0.67,26,0,13,0,4,0,0,0
4364,4364,0,8,0,0.67,7,0,0,0,4,0,0,0
4365,4365,2,16,0,0.67,33,0,4,0,4,0,0,0
4366,4366,0,10,0,0.67,8,0,0,0,4,0,0,0
4367,4367,0,6,0,0.67,12,0,0,0,4,0,0,0
4368,4368,0,8,0,0.67,7,0,0,0,4,0,0,0
4369,4369,0,8,0,0.67,7,0,0,0,4,0,0,0
4370,4370,0,14,0,0.67,32,0,0,0,2,0,0,0
4371,4371,0,28,0,0.67,59,0,0,0,4,0,0,0
4372,4372,0,14,0,0.67,32,0,0,0,2,0,0,0
4373,4373,0,14,0,0.67,24,0,0,0,4,0,0,0
4374,4374,0,10,0,0.67,16,0,0,0,2,0,0,0
4375,4375,0,6,0,0.67,6,0,0,0,1,0,0,0
4376,4376,0,14,0,0.67,32,0,0,0,4,0,0,0
4377,4377,2,14,0,0.67,32,0,4,0,4,0,0,0
4385,4385,0,11,0,0,23,0,0,4,4,1,0,0
4395,4395,2,15,0,0.67,28,0,1,0,4,0,0,0
4398,4398,0,1,0,0,0,0,0,0,4,0,0,0
4411,4411,7,40,0,0.76,84,0,24,0,4,0,0,0
4419,4419,8,61,0,0.63,91,3,15,0,4,1,0,0
4420,4420,7,6,2,0,15,0,20,0,4,1,0,0
4421,4421,5,3,2,0,12,0,6,0,4,1,0,0
4422,4422,5,4,2,0,14,0,8,0,4,1,0,0
4424,4424,1,1,0,0,0,0,0,0,4,0,0,0
4426,4426,1,4,0,0,8,0,0,0,4,0,0,0
4427,4427,4,10,0,0,37,0,10,0,4,0,0,0
4428,4428,0,1,0,0,0,0,0,0,4,0,0,0
4430,4430,0,2,0,0,4,0,0,0,4,0,0,0
4431,4431,0,7,0,0,14,0,0,0,4,0,0,0
4435,4435,0,7,0,0,14,84,0,0,4,0,0,0
4440,4440,0,16,0,0,40,0,0,0,6,0,1,0.166666667
4447,4447,1,4,0,0,7,0,0,0,4,0,0,0
4448,4448,2,10,0,0,8,0,6,0,4,0,1,0.25
4450,4450,0,3,0,0,7,0,0,0,4,0,0,0
4452,4452,0,15,0,0,39,0,0,0,4,0,0,0
4453,4453,0,10,0,0,20,0,0,0,4,0,0,0
4454,4454,0,4,0,0,9,0,0,0,4,0,0,0
4455,4455,1,23,0,0,55,0,1,0,6,0,1,0.166666667
4456,4456,0,7,0,0,3,0,0,0,4,0,0,0
4457,4457,5,30,0,0,101,0,10,0,6,0,1,0.166666667
4458,4458,11,53,0,0,117,0,18,0,6,0,1,0.166666667
4459,4459,0,1,0,0,4,0,0,0,4,0,0,0
4460,4460,0,8,0,0,10,0,0,0,4,0,0,0
4461,4461,0,12,0,0,4,0,0,0,4,0,0,0
4462,4462,0,12,0,0,28,0,0,0,6,0,1,0.166666667
4463,4463,0,1,0,0,4,0,0,0,6,0,0,0
4464,4464,0,41,0,0,82,0,0,0,6,0,1,0.166666667
4466,4466,0,3,0,0,9,0,0,0,4,0,0,0
4467,4467,1,4,0,0,5,0,1,0,4,0,0,0
4468,4468,4,15,0,0,41,0,9,0,4,0,0,0
4469,4469,1,14,0,0,16,0,1,0,4,0,0,0
4470,4470,3,13,0,0,44,0,2,0,4,0,0,0
4474,4474,0,3,0,0.33,8,0,0,0,4,0,0,0
4476,4476,0,6,0,0,7,1,0,0,4,0,0,0
4493,4493,4,4,4,0,5,83,3,0,4,0,0,0
4494,4494,20,41,5,0,64,76,28,0,6,0,1,0.166666667
4516,4516,0,7,0,0,13,0,0,0,4,0,0,0
4529,4529,5,8,2,0,9,0,5,0,4,0,0,0
4530,4530,4,2,2,0.5,4,2,1,0,4,0,0,0
4531,4531,4,9,2,0,10,0,4,0,4,0,0,0
4532,4532,5,7,2,0,9,0,5,0,4,0,0,0
4533,4533,7,10,3,0,16,0,6,0,4,0,0,0
4534,4534,7,8,3,0,12,0,6,0,4,0,0,0
4535,4535,2,4,0,0,6,10,1,0,4,0,0,0
4536,4536,1,4,0,0.5,3,7,0,0,4,0,0,0
4537,4537,4,7,2,0,9,0,3,0,4,0,0,0
4539,4539,3,4,0,0,16,0,10,0,4,0,0,0
4540,4540,0,8,0,0,9,0,0,0,4,0,0,0
4541,4541,0,1,0,0,0,0,0,0,4,0,0,0
4542,4542,6,23,0,0,54,0,5,0,4,0,0,0
4543,4543,9,2,2,0,3,9,7,0,4,0,0,0
4558,4558,9,28,0,0.58,113,0,12,0,4,1,3,0.75
4559,4559,6,2,0,0,4,0,4,0,4,0,0,0
4560,4560,8,2,0,0,4,0,5,0,2,0,0,0
4562,4562,5,2,0,0,4,0,2,0,2,0,0,0
4563,4563,5,2,0,0,3,0,2,0,2,0,0,0
4564,4564,10,2,0,0,3,0,5,0,2,0,0,0
4565,4565,3,1,0,0,0,0,0,0,2,0,0,0
4566,4566,9,6,0,0.25,26,0,13,0,4,0,0,0
4567,4567,11,6,0,0.25,33,0,15,0,4,0,0,0
4568,4568,1,2,0,0,0,0,0,0,4,0,0,0
4569,4569,5,7,0,0,9,0,4,0,4,0,0,0
4570,4570,2,1,0,0,0,0,0,0,4,0,0,0
4571,4571,16,20,0,0.5,47,0,30,0,4,0,0,0
4572,4572,19,29,0,0.76,57,0,25,0,4,0,0,0
4573,4573,4,6,0,0,7,0,2,0,4,0,0,0
4574,4574,7,4,0,0,7,0,5,0,4,0,0,0
4575,4575,3,5,0,0,8,0,2,0,4,0,0,0
4577,4577,2,4,0,0,9,0,0,0,4,0,0,0
4578,4578,9,28,0,0.58,113,0,12,0,4,1,3,0.75
4588,4588,4,9,0,0,15,0,1,0,4,0,0,0
4589,4589,3,7,0,0,7,0,2,0,2,1,1,0.5
4590,4590,0,2,0,0,5,0,0,0,4,0,0,0
4591,4591,4,6,0,0,17,0,3,0,4,0,0,0
4592,4592,1,1,0,0,10,0,1,0,4,0,0,0
4593,4593,1,5,0,0,8,0,0,0,4,0,0,0
4594,4594,1,10,0,0,13,0,0,0,4,0,0,0
4595,4595,1,1,0,0,10,0,1,0,4,0,0,0
4596,4596,1,5,0,0,6,0,0,0,4,0,0,0
4597,4597,6,2,0,0,46,0,8,0,4,0,0,0
4598,4598,3,1,0,0,24,0,4,0,2,0,0,0
4599,4599,1,1,0,0,14,0,2,0,4,0,0,0
4600,4600,2,8,0,0,54,0,4,0,4,1,1,0.25
4601,4601,2,1,0,0,3,0,1,0,4,0,0,0
4614,4614,0,21,0,0,21,0,0,0,1,1,0,0
4620,4620,13,60,2,0,65,0,3,2,2,1,0,0
4623,4623,4,15,2,0,14,2,1,0,4,0,0,0
4657,4657,27,76,2,0,107,0,36,0,4,0,0,0
4658,4658,7,35,0,0,35,0,0,0,4,0,0,0
4659,4659,7,25,2,0,31,0,4,0,4,0,0,0
4666,4666,8,6,3,0,9,0,5,0,4,0,0,0
4671,4671,8,6,3,0,6,0,11,0,4,0,0,0
4672,4672,9,4,4,0,7,0,5,0,4,0,0,0
4677,4677,30,162,3,0,172,0,29,10,4,1,1,0.25
4689,4689,5,15,2,0,27,2,3,0,4,0,0,0
4698,4698,3,9,2,0,21,2,3,0,4,0,0,0
4709,4709,1,30,0,0,34,0,0,0,4,1,0,0
4712,4712,15,48,4,0.75,55,0,13,2,4,0,1,0.25
4714,4714,12,20,2,0,21,0,9,0,4,0,0,0
4718,4718,2,35,0,0,35,0,0,0,1,1,0,0
4720,4720,10,37,2,0,44,0,5,0,4,0,0,0
4722,4722,9,16,2,0,17,0,6,0,4,0,0,0
4729,4729,9,10,3,0,10,0,11,0,4,0,0,0
4730,4730,8,4,4,0,5,0,5,0,4,0,0,0
4739,4739,6,6,3,0,7,0,3,0,4,0,0,0
4743,4743,7,2,3,0,3,0,6,0,4,0,0,0
4756,4756,0,2,0,0,207,0,0,1,6,1,2,0.333333333
4758,4758,20,9,0,0,29,0,17,4,6,1,1,0.166666667
4764,4764,1,3,0,0,4,0,1,0,4,0,0,0
4765,4765,2,2,0,0,2,0,0,0,4,0,0,0
4766,4766,7,12,0,0,9,0,11,0,4,0,0,0
4767,4767,10,26,0,0,21,0,17,0,4,0,0,0
4768,4768,5,2,0,0,5,0,0,0,4,0,0,0
4769,4769,5,2,0,0,5,0,0,0,4,0,0,0
4770,4770,13,22,0,0,22,0,13,0,4,0,0,0
4771,4771,5,2,0,0,5,0,0,0,4,0,0,0
4772,4772,6,14,0,0,12,0,6,0,4,0,0,0
4773,4773,9,14,0,0,14,0,9,0,4,0,0,0
4774,4774,7,4,0,0,7,0,1,0,4,0,0,0
4775,4775,6,2,0,0,5,0,0,0,4,0,0,0
4776,4776,7,4,0,0,7,0,1,0,4,0,0,0
4777,4777,5,2,0,0,5,0,0,0,4,0,0,0
4778,4778,6,2,7,0,3,0,1,0,4,0,0,0
4779,4779,21,4,7,0,14,0,25,0,4,0,0,0
4780,4780,20,7,7,0,19,0,11,0,4,0,0,0
4781,4781,7,7,7,0,11,0,1,0,4,0,0,0
4782,4782,28,32,7,0.3,100,0,26,0,4,0,1,0.25
4783,4783,8,3,7,0,4,0,2,0,4,0,0,0
4784,4784,6,2,6,0,3,12,2,0,4,0,0,0
4785,4785,27,22,7,0.71,81,0,29,0,4,1,0,0
4786,4786,24,21,7,0.11,63,0,19,0,4,0,1,0.25
4787,4787,23,15,7,0.75,50,0,21,0,4,0,0,0
4788,4788,29,24,7,0.73,89,0,31,0,4,0,0,0
4789,4789,40,32,7,0.11,128,0,34,0,4,0,0,0
4790,4790,36,31,7,0.36,119,0,40,0,4,0,2,0.5
4791,4791,22,14,7,0.75,45,0,19,0,4,0,0,0
4792,4792,3,7,0,0,69,0,10,0,4,0,1,0.25
4793,4793,1,2,0,0,2,0,2,0,4,0,0,0
4794,4794,0,3,0,0,12,0,0,0,4,0,0,0
4795,4795,0,3,0,0,7,0,0,0,4,0,0,0
4796,4796,4,1,0,0,16,0,4,0,4,0,0,0
4797,4797,3,1,0,0,16,0,3,0,4,0,0,0
4798,4798,2,1,0,0,14,0,2,0,4,0,0,0
4799,4799,4,2,0,0,30,0,4,0,4,0,0,0
4800,4800,2,1,0,0,24,0,4,0,4,0,0,0
4801,4801,2,1,0,0,14,0,2,0,4,0,0,0
4802,4802,5,9,0,0,66,0,12,0,4,0,0,0
4803,4803,3,1,0,0,53,0,10,0,4,0,0,0
4804,4804,3,1,0,0,30,0,5,0,4,0,0,0
4805,4805,3,1,0,0,27,0,5,0,4,0,1,0.25
4806,4806,3,1,0,0,30,0,5,0,4,0,0,0
4807,4807,2,1,0,0,14,0,2,0,4,0,0,0
4808,4808,8,73,0,0,278,0,46,0,4,0,0,0
4809,4809,9,4,0,0,21,0,11,0,4,0,0,0
4810,4810,17,26,0,0.54,51,0,25,0,4,0,0,0
4811,4811,12,12,0,0.56,39,0,15,0,4,0,0,0
4812,4812,13,4,0,0.5,11,0,6,0,4,0,0,0
4813,4813,13,9,0,0.6,20,0,10,0,4,0,0,0
4814,4814,8,6,0,0,18,0,7,0,4,0,0,0
4815,4815,17,43,0,0.35,107,0,27,0,4,0,0,0
4816,4816,11,14,0,0.5,34,0,15,0,4,0,0,0
4817,4817,13,4,0,0.5,11,0,6,0,4,0,0,0
4818,4818,13,2,0,0,7,0,6,0,4,0,0,0
4819,4819,13,2,0,0,7,0,6,0,4,0,0,0
4820,4820,14,2,0,0,9,0,7,0,4,0,0,0
4821,4821,12,16,0,0.61,29,0,22,0,4,0,0,0
4822,4822,14,22,0,0.33,46,0,27,0,4,0,0,0
4823,4823,18,49,0,0.29,70,0,32,0,4,0,0,0
4824,4824,13,2,0,0,7,0,6,0,4,0,0,0
4825,4825,13,2,0,0,7,0,6,0,4,0,0,0
4826,4826,11,4,0,0,9,0,18,0,4,0,0,0
4827,4827,5,2,0,0.5,6,0,1,0,4,0,0,0
4828,4828,8,4,0,0,10,0,10,0,4,0,0,0
4829,4829,13,13,0,0.33,41,0,21,0,4,0,0,0
4830,4830,22,2,0,0,12,0,17,0,4,0,0,0
4831,4831,14,4,0,0,11,0,9,0,4,0,0,0
4832,4832,7,6,0,0,10,0,12,0,4,0,0,0
4833,4833,10,8,0,0,30,0,15,0,4,0,0,0
4834,4834,17,19,0,0.47,40,0,26,0,4,0,0,0
4835,4835,15,2,0,0,9,0,12,0,4,0,0,0
4836,4836,16,2,0,0,8,0,11,0,4,0,0,0
4837,4837,10,2,0,0,7,0,3,0,4,0,0,0
4838,4838,7,4,0,0,8,0,3,0,4,0,0,0
4839,4839,14,22,0,0,38,0,22,0,4,0,1,0.25
4840,4840,13,2,0,0,7,0,6,0,4,0,0,0
4841,4841,16,2,0,0,8,0,11,0,4,0,0,0
4842,4842,13,2,0,0,7,0,6,0,4,0,0,0
4843,4843,0,6,0,0,0,0,0,0,4,0,0,0
4844,4844,7,28,0,0,108,0,4,7,4,1,0,0
4873,4873,0,11,0,0,23,0,0,0,4,0,0,0
4879,4879,10,10,0,0,56,0,15,0,4,1,0,0
4915,4915,6,19,0,0.78,20,1,8,0,4,0,0,0
4929,4929,11,4,0,0.42,11,0,11,0,4,0,0,0
4962,4962,6,16,0,0,24,0,20,0,4,0,0,0
4963,4963,1,3,0,0,4,0,1,0,4,0,0,0
4964,4964,2,2,0,0,2,0,0,0,4,0,0,0
4965,4965,4,2,0,0,3,0,0,0,4,0,0,0
4966,4966,8,11,0,0.25,46,0,27,0,4,1,0,0
4967,4967,7,8,0,0,9,0,3,0,4,0,0,0
4968,4968,8,11,0,0,11,0,8,0,4,0,0,0
4969,4969,4,8,0,0,7,0,5,0,4,0,0,0
4970,4970,12,34,0,0,24,0,23,0,4,0,0,0
4971,4971,10,7,0,0,20,0,29,0,4,1,0,0
4972,4972,4,2,0,0,3,0,0,0,4,0,0,0
4973,4973,20,98,0,0,65,0,62,0,4,0,0,0
4974,4974,24,71,0,0,39,0,64,0,4,0,1,0.25
4975,4975,21,33,0,0,19,0,38,0,4,0,0,0
4976,4976,11,20,0,0,17,0,14,0,4,0,0,0
4977,4977,2,3,0,0,3,0,0,0,4,0,0,0
4978,4978,31,121,0,0,70,0,105,0,4,0,1,0.25
4979,4979,6,8,0,0.25,27,0,4,0,4,0,0,0
4980,4980,18,17,0,0,45,0,22,0,4,0,1,0.25
4981,4981,6,2,7,0,3,0,1,0,4,0,0,0
4982,4982,20,4,7,0,14,0,25,0,4,0,0,0
4983,4983,13,5,7,0,12,0,5,0,4,0,0,0
4984,4984,25,20,7,0.11,67,0,22,0,4,1,0,0
4985,4985,32,44,7,0.61,123,0,53,0,4,0,0,0
4986,4986,34,13,7,0.53,117,0,49,0,4,0,0,0
4987,4987,30,19,7,0.7,56,0,29,0,4,1,0,0
4988,4988,7,7,7,0,11,0,1,0,4,0,0,0
4989,4989,28,6,7,0.33,44,0,25,0,4,0,0,0
4990,4990,15,6,7,0.5,14,0,7,0,4,0,0,0
4991,4991,8,3,7,0,4,0,2,0,4,0,0,0
4992,4992,40,42,7,0.69,118,0,45,0,4,0,1,0.25
4993,4993,6,2,6,0,3,16,2,0,4,0,0,0
4994,4994,16,5,7,0,12,0,11,0,4,0,0,0
4995,4995,16,5,7,0,12,0,11,0,4,0,0,0
4996,4996,22,19,7,0.11,50,0,17,0,4,0,0,0
4997,4997,22,14,7,0.5,37,0,27,0,4,0,0,0
4998,4998,30,17,7,0.33,55,0,26,0,4,0,1,0.25
5001,5001,3,7,0,0,69,0,10,0,4,0,1,0.25
5002,5002,18,24,0,0,83,0,44,0,4,0,0,0
5003,5003,3,1,0,0,16,0,3,0,4,0,0,0
5004,5004,9,16,0,0,159,0,28,0,4,0,0,0
5005,5005,15,7,0,0,36,0,28,0,4,0,0,0
5006,5006,12,9,0,0,107,0,15,0,4,0,0,0
5007,5007,40,73,0,0,283,0,96,0,4,0,1,0.25
5008,5008,41,55,0,0,265,0,82,0,4,0,0,0
5009,5009,7,17,0,0,43,0,11,0,4,0,0,0
5010,5010,9,24,0,0,126,0,29,0,4,0,0,0
5011,5011,4,8,0,0,87,0,15,0,4,0,0,0
5012,5012,6,1,0,0,39,0,8,0,4,0,0,0
5013,5013,4,3,0,0,25,0,6,0,4,0,0,0
5014,5014,7,2,0,0,4,0,8,0,4,0,1,0.25
5015,5015,34,24,0,0,301,0,60,0,4,0,1,0.25
5017,5017,13,2,0,0,7,0,6,0,4,0,0,0
5018,5018,13,2,0,0,7,0,6,0,4,0,0,0
5019,5019,9,2,0,0,7,0,4,0,4,0,0,0
5020,5020,8,3,0,0,8,0,5,0,4,0,0,0
5021,5021,13,2,0,0,7,0,6,0,4,0,0,0
5022,5022,6,5,0,0,7,0,3,0,4,0,0,0
5023,5023,8,2,0,0,4,0,2,0,4,0,0,0
5024,5024,9,3,0,0,6,0,5,0,4,0,0,0
5025,5025,1,1,0,0,0,0,0,0,4,0,0,0
5026,5026,9,3,0,0,7,0,7,0,4,0,0,0
5027,5027,10,2,0,0,7,0,3,0,4,0,0,0
5028,5028,10,4,0,0,9,0,5,0,4,0,0,0
5029,5029,11,3,0,0,8,0,7,0,4,0,0,0
5030,5030,11,3,0,0,9,0,6,0,4,0,0,0
5031,5031,10,2,0,0,9,0,9,0,4,0,0,0
5032,5032,14,2,0,0.25,8,0,6,0,4,0,0,0
5033,5033,18,7,0,0.5,35,0,19,0,4,0,0,0
5034,5034,37,124,0,0,373,0,104,0,4,0,0,0
5041,5041,11,30,0,0,48,0,27,0,4,0,0,0
5042,5042,12,37,0,0,57,0,27,0,4,0,0,0
5045,5045,0,4,0,0,19,0,0,0,4,0,0,0
5047,5047,0,1,0,0,6,0,0,0,4,0,0,0
5048,5048,2,28,0,0.47,64,2,1,0,4,0,0,0
5049,5049,4,2,2,0,4,0,4,0,4,0,0,0
5050,5050,4,2,2,0,5,0,5,0,4,0,0,0
5091,5091,7,28,0,0,108,0,4,7,3,0,0,0
5092,5092,4,11,2,0.67,14,0,2,0,3,0,0,0
5141,5141,25,20,7,0.11,67,0,22,8,3,0,0,0
5143,5143,34,13,7,0.53,117,0,49,4,3,0,0,0
5144,5144,30,19,7,0.7,56,0,29,8,3,0,0,0
5149,5149,40,42,7,0.69,118,0,45,14,3,0,1,0.333333333
5155,5155,30,17,7,0.33,55,0,26,5,3,0,1,0.333333333
5158,5158,2,2,0,0,64,0,10,2,3,1,0,0
5163,5163,12,9,0,0,107,0,15,3,3,0,0,0
5164,5164,40,73,0,0,283,0,96,11,3,0,1,0.333333333
5172,5172,34,24,0,0,301,0,60,7,3,0,1,0.333333333
5181,5181,6,5,0,0,15,0,8,3,3,0,0,0
5183,5183,9,20,2,0.83,53,0,17,11,3,0,0,0
5184,5184,8,23,0,0.33,59,0,16,5,3,0,0,0
5222,5222,0,5,0,0.2,10,0,0,2,3,0,0,0
5225,5225,11,26,0,0.33,90,0,28,1,3,0,0,0
5235,5235,9,7,0,0.5,21,0,7,1,3,0,0,0
5236,5236,4,6,2,0,14,0,3,1,3,0,0,0
5237,5237,7,8,0,0.25,14,0,7,1,3,0,0,0
5243,5243,16,44,0,0.76,163,0,50,6,3,0,1,0.333333333
5258,5258,0,33,0,0,33,0,0,0,3,0,1,0.333333333
5260,5260,2,42,0,0.82,49,0,2,0,3,0,1,0.333333333
5264,5264,1,39,0,0,39,0,0,0,3,0,1,0.333333333
5296,5296,81,210,7,0.85,536,0,227,19,3,1,0,0
5305,5305,2,2,0,0,64,0,10,2,3,1,0,0
5311,5311,11,6,0,0,77,0,14,1,3,0,0,0
5314,5314,17,25,0,0,188,0,25,6,3,0,0,0
5315,5315,10,5,0,0,72,0,12,1,3,1,0,0
5319,5319,35,47,0,0,680,0,63,11,3,0,0,0
5332,5332,22,19,0,0.33,29,0,21,2,3,1,0,0
5335,5335,49,125,0,0.7,182,0,107,20,3,1,0,0
5356,5356,1,3,0,0,3,0,0,0,3,0,0,0
5359,5359,5,5,2,0,7,0,6,0,3,0,0,0
5367,5367,2,5,0,0,5,0,0,0,3,1,0,0
5374,5374,6,9,0,0,25,0,9,1,3,0,0,0
5392,5392,2,12,0,0.6,12,0,1,0,3,0,0,0
5395,5395,3,9,0,1,9,0,0,0,3,1,0,0
5397,5397,2,13,0,0.5,14,1,1,1,3,1,0,0
5399,5399,2,11,0,0.71,14,0,1,0,3,0,0,0
5404,5404,3,7,2,0,7,0,1,0,3,1,0,0
5405,5405,1,3,2,0,3,0,1,0,3,0,0,0
5406,5406,2,9,2,0,10,0,2,0,3,0,0,0
5421,5421,1,3,2,0,3,0,1,0,3,0,0,0
5436,5436,0,42,0,0,66,0,0,0,3,1,0,0
5450,5450,2,29,0,0.6,31,0,1,0,3,0,0,0
5452,5452,2,18,0,0.71,17,0,1,0,3,0,0,0
5459,5459,2,11,2,0,11,0,1,0,3,1,0,0
5462,5462,3,15,2,0,15,0,1,0,3,1,0,0
5466,5466,10,48,0,0.81,91,0,24,9,3,0,0,0
5470,5470,69,114,7,0.63,314,0,103,14,3,1,0,0
5473,5473,74,95,7,0,299,0,150,11,3,1,1,0.333333333
5474,5474,24,12,7,0.53,39,0,14,4,3,1,0,0
5477,5477,30,28,7,0.6,82,0,32,4,3,0,0,0
5479,5479,36,43,7,0.75,86,0,56,7,3,0,0,0
5480,5480,2,2,0,0,64,0,10,2,3,1,0,0
5484,5484,23,50,0,0,226,0,45,9,3,0,0,0
5486,5486,9,5,0,0,111,0,15,1,3,0,0,0
5487,5487,19,29,0,0,336,0,33,3,3,1,0,0
5498,5498,14,19,0,0.33,31,0,20,2,3,1,0,0
5499,5499,65,118,0,0.65,251,0,155,11,3,1,1,0.333333333
5502,5502,21,13,0,0,47,0,27,1,3,0,0,0
5503,5503,36,15,0,0.22,56,0,53,2,3,1,0,0
5505,5505,11,4,0,0,10,0,8,1,3,0,0,0
5508,5508,16,12,0,0.33,32,0,20,2,3,0,0,0
5509,5509,22,15,0,0.67,50,0,27,5,3,0,0,0
5510,5510,21,18,0,0,29,0,27,1,3,0,0,0
5511,5511,21,18,0,0,29,0,27,1,3,0,0,0
5512,5512,14,27,0,0,52,0,18,1,3,0,0,0
5517,5517,12,8,0,0.5,34,0,14,3,3,1,0,0
5518,5518,26,10,0,0.5,26,0,40,3,3,1,0,0
5530,5530,34,74,0,0,121,0,73,18,3,0,0,0
5536,5536,8,5,0,0,17,0,4,1,3,1,0,0
5546,5546,4,11,2,0.67,14,0,2,0,3,0,0,0
5565,5565,1,3,0,0,3,0,0,0,3,1,0,0
5567,5567,1,3,0,0,3,0,0,0,3,0,0,0
5580,5580,1,3,0,0,4,0,0,0,3,1,0,0
5586,5586,2,3,0,0,4,0,1,0,3,1,0,0
5591,5591,13,22,0,0,86,0,6,10,3,1,0,0
5593,5593,10,53,0,0.5,518,0,31,1,3,1,0,0
5594,5594,10,1,0,0,5,0,10,0,3,1,0,0
5600,5600,13,21,0,0.72,63,0,23,8,3,0,0,0
5602,5602,13,39,0,0,61,0,31,0,3,0,0,0
5603,5603,13,34,0,0,56,0,30,0,3,0,0,0
5604,5604,12,34,0,0,52,0,27,0,3,0,0,0
5606,5606,5,4,0,0,10,0,6,0,3,0,0,0
5607,5607,5,4,0,0,10,0,6,0,3,0,0,0
5608,5608,5,4,0,0,10,0,6,0,3,0,0,0
5609,5609,9,2,0,0,5,0,6,0,3,0,0,0
5610,5610,16,49,0,0,87,0,38,3,3,0,0,0
5611,5611,16,43,0,0,75,0,33,3,3,0,0,0
5612,5612,16,43,0,0,75,0,33,3,3,0,0,0
5613,5613,17,2,0,0,7,0,16,0,3,0,0,0
5618,5618,9,5,0,0.62,12,0,8,2,3,0,0,0
5622,5622,0,9,0,0,9,0,0,0,3,0,0,0
5630,5630,0,32,0,0,36,0,0,0,3,1,0,0
5631,5631,2,59,0,0,59,0,0,0,3,0,0,0
5632,5632,6,23,0,0.73,28,0,1,0,3,0,0,0
5644,5644,14,57,0,0.93,70,0,24,4,3,0,0,0
5646,5646,6,27,0,0,21,0,4,0,3,1,0,0
5667,5667,1,9,0,0.78,13,0,1,0,3,0,0,0
5672,5672,10,46,0,0.83,70,0,15,2,3,1,0,0
5674,5674,2,9,2,0,9,0,1,0,3,1,0,0
5678,5678,2,13,2,0,13,0,1,0,3,1,0,0
5698,5698,2,13,0,0,19,0,5,0,3,0,0,0
5705,5705,0,5,0,0,5,0,0,0,3,1,0,0
5711,5711,12,59,0,0.75,80,0,15,2,3,1,0,0
5713,5713,2,13,0,0.78,19,0,1,0,3,1,0,0
5719,5719,2,9,0,0.6,11,2,1,0,3,1,0,0
5726,5726,0,5,0,0,5,0,0,0,3,1,0,0
5733,5733,7,19,0,0.5,23,0,2,1,3,1,0,0
5741,5741,1,15,0,0.85,15,0,1,0,3,1,2,0.666666667
5750,5750,2,1,0,0.67,1,0,1,0,3,1,1,0.333333333
5751,5751,2,3,0,1,4,0,1,0,3,1,0,0
5770,5770,61,102,6,0.8,224,0,105,22,5,0,3,0.6
5771,5771,16,7,6,0.38,21,0,15,3,3,0,0,0
5794,5794,12,46,0,0,190,0,5,12,3,0,0,0
5834,5834,18,7,0,0.5,35,0,19,4,3,0,0,0
5846,5846,0,4,0,0,19,0,0,4,3,0,0,0
5866,5866,46,64,0,0.8,209,0,183,36,5,1,3,0.6
5874,5874,0,46,0,0.67,100,0,2,2,3,0,0,0
5900,5900,8,2,0,0,8,0,4,1,3,0,0,0
5901,5901,29,25,0,0,104,0,51,1,3,0,1,0.333333333
5924,5924,4,11,2,0.67,14,0,2,0,3,0,0,0
5952,5952,0,11,0,0,23,0,0,4,3,0,0,0
5986,5986,8,61,0,0.63,91,3,15,11,3,0,0,0
5987,5987,7,6,2,0,15,0,20,3,3,0,0,0
5988,5988,5,3,2,0,12,0,6,2,3,0,0,0
5989,5989,5,4,2,0,14,0,8,2,3,0,0,0
6006,6006,0,9,0,0,9,0,0,0,3,0,0,0
6041,6041,19,36,0,0,26,0,25,3,3,1,0,0
6051,6051,27,69,0,0,43,0,63,2,3,1,0,0
6061,6061,35,27,7,0.57,65,0,36,6,3,1,0,0
6062,6062,29,21,7,0.8,71,0,37,9,3,1,0,0
6063,6063,28,18,7,0.78,77,0,30,8,3,1,0,0
6066,6066,50,251,7,0,1071,0,108,10,3,0,0,0
6069,6069,70,77,7,0.67,248,0,93,13,3,0,0,0
6070,6070,24,15,7,0.33,32,0,30,2,3,1,0,0
6071,6071,38,26,7,0.77,86,0,40,10,3,0,0,0
6072,6072,93,183,7,0.88,631,0,265,38,3,1,0,0
6074,6074,31,21,7,0.5,57,0,27,7,3,1,0,0
6092,6092,14,13,0,0,24,0,9,2,3,1,0,0
6099,6099,15,6,0,0,9,0,15,1,3,0,0,0
6101,6101,18,10,0,0.33,30,0,15,2,3,1,0,0
6103,6103,31,4,0,0,95,0,29,1,3,0,0,0
6104,6104,23,10,0,0.5,35,0,26,3,3,0,0,0
6110,6110,36,62,0,0.42,147,0,62,3,3,0,0,0
6111,6111,36,92,0,0.53,141,0,69,14,3,0,0,0
6112,6112,24,60,0,0.25,85,0,30,3,3,0,0,0
6113,6113,16,2,0,0,9,0,13,1,3,0,0,0
6117,6117,11,8,0,0,17,0,37,1,3,0,0,0
6122,6122,18,59,0,0,246,0,4,14,3,1,0,0
6124,6124,4,11,2,0.67,14,0,2,0,3,0,0,0
6132,6132,13,18,0,0.6,42,0,17,4,3,0,0,0
6138,6138,17,32,0,0.6,76,0,24,4,3,0,0,0
6142,6142,9,17,0,0.67,44,0,13,2,3,1,0,0
6153,6153,9,4,0,0.5,11,0,8,2,3,0,0,0
6161,6161,0,9,0,0,9,0,0,0,3,0,0,0
6168,6168,2,11,0,0.71,14,0,1,0,3,0,0,0
